"plate_x","plate_z","pitch_name","description","stand","release_speed","release_spin_rate"
1.64,0.86,"4-Seam Fastball","ball","R",95.4,2618
-1.49,4,"4-Seam Fastball","hit_by_pitch","R",96.3,2537
-0.5,2.75,"Sinker","foul","R",95.3,2370
0.09,3.53,"Knuckle Curve","foul_tip","L",82.1,2922
-0.07,3.34,"4-Seam Fastball","foul","L",96.2,2540
0.21,2.12,"4-Seam Fastball","foul","L",94.3,2548
-0.61,2.22,"4-Seam Fastball","called_strike","L",96.4,2523
0.93,1.8,"Slider","foul_tip","R",89.7,2756
0.48,3.02,"Knuckle Curve","called_strike","R",82.6,2975
0.06,2.26,"4-Seam Fastball","called_strike","R",98.6,2552
-0.09,3.75,"4-Seam Fastball","swinging_strike","L",98.8,2582
-0.09,2.83,"4-Seam Fastball","swinging_strike","L",99,2690
0.74,1.89,"Slider","swinging_strike","L",89.3,2746
0.91,2.38,"Knuckle Curve","ball","L",82.3,3039
0.49,2.9,"4-Seam Fastball","swinging_strike","R",98.4,2621
0.46,4.74,"4-Seam Fastball","ball","R",98,2571
2.69,-0.46,"Slider","ball","R",89.2,2718
0.8,1.37,"Knuckle Curve","swinging_strike","R",79.9,2917
1.32,1.41,"Slider","swinging_strike","R",90.3,2670
-0.07,3.42,"4-Seam Fastball","hit_into_play","L",96,2474
0.4,0.63,"Changeup","ball","L",89.1,1613
-0.36,3.86,"Slider","ball","L",88,2680
0.68,3.06,"Slider","swinging_strike","L",90.7,764
-0.14,3.69,"4-Seam Fastball","foul","L",98.8,2473
0.27,1.86,"4-Seam Fastball","foul_tip","L",96.8,2515
-0.35,3.67,"4-Seam Fastball","ball","L",97.7,2584
0.38,2.74,"Knuckle Curve","called_strike","L",79.7,2744
1.21,2.08,"Slider","swinging_strike","L",90.2,2601
0.33,2.59,"Changeup","called_strike","L",88,1758
1.31,2.58,"4-Seam Fastball","ball","L",95.9,2548
0.26,2.83,"4-Seam Fastball","foul","L",95.8,2454
-0.31,3.58,"4-Seam Fastball","ball","L",93.7,2435
-0.78,2.67,"4-Seam Fastball","swinging_strike","R",97.8,2556
1.47,2.25,"Knuckle Curve","ball","R",81.6,3039
0.37,2.91,"4-Seam Fastball","swinging_strike","R",97.2,2556
0.79,1.8,"Slider","called_strike","R",90.2,2705
1.57,1.35,"Slider","ball","R",90.7,2668
0,3.29,"4-Seam Fastball","hit_into_play","L",98.5,2555
-1.25,1.54,"Changeup","ball","L",88.7,1834
0.88,2.24,"Knuckle Curve","foul","L",84.6,2966
-0.52,3.78,"4-Seam Fastball","foul","L",99.2,2643
-0.47,2.51,"4-Seam Fastball","foul","L",96,2510
0.56,2.54,"4-Seam Fastball","called_strike","L",96,2519
0.32,2.13,"Slider","hit_into_play","R",86.7,2557
-0.15,2.68,"Slider","hit_into_play","R",86.1,2530
1.24,3.5,"4-Seam Fastball","ball","R",94.2,2469
0.26,1.53,"Slider","hit_into_play","L",90.5,2603
-0.34,2.75,"4-Seam Fastball","swinging_strike","L",97.4,2503
0.24,3.89,"Slider","ball","L",89.8,2702
1.51,1.8,"Slider","ball","L",89.6,2758
-0.15,3.04,"4-Seam Fastball","foul","L",96.9,2410
0.74,2.46,"Slider","called_strike","R",89,2494
0.34,2.41,"4-Seam Fastball","foul","R",97,2483
0.61,4.08,"4-Seam Fastball","ball","R",96.7,2412
0.47,2.61,"4-Seam Fastball","called_strike","R",95.1,2417
1.43,1.46,"Slider","swinging_strike","L",89,2700
0.15,0.22,"Changeup","ball","L",89,1872
0.35,3.56,"4-Seam Fastball","foul","L",95.8,2433
-0.65,2.61,"4-Seam Fastball","foul","L",95.5,2411
-0.91,3.99,"4-Seam Fastball","ball","L",95.3,2472
-0.64,3.42,"4-Seam Fastball","swinging_strike","L",97.9,2595
0.1,3.72,"4-Seam Fastball","swinging_strike","L",94.1,2400
-0.41,3.31,"4-Seam Fastball","called_strike","L",94.7,2503
-0.54,2.87,"Knuckle Curve","hit_into_play","L",81.3,2786
0.51,4.59,"4-Seam Fastball","ball","L",97.5,2529
0.59,1.76,"Knuckle Curve","foul","L",81.4,2940
-0.39,2.61,"4-Seam Fastball","foul","L",96,2475
-0.7,4.07,"4-Seam Fastball","ball","L",97.3,2562
-0.47,3.54,"Knuckle Curve","called_strike","L",78.5,2718
0.53,2.86,"4-Seam Fastball","hit_into_play","R",96.2,2486
-0.52,3.4,"4-Seam Fastball","swinging_strike","R",97.1,2535
-0.34,2.41,"Slider","swinging_strike","L",90,2803
0.6,3.17,"Slider","foul","L",91.2,2604
1.12,2.89,"4-Seam Fastball","swinging_strike","L",97.2,2567
0.2,2.51,"Changeup","foul","L",89.1,1585
-1.17,2.57,"Changeup","ball","L",87.4,1538
1.36,1.75,"Slider","hit_into_play","R",89.4,2585
-0.39,3.3,"Knuckle Curve","called_strike","R",80,2878
0.83,3.28,"4-Seam Fastball","foul","R",96.2,2417
0.44,0.93,"Changeup","ball","R",88.5,1757
-0.46,3.84,"4-Seam Fastball","swinging_strike","R",97.6,2486
0.47,4.24,"4-Seam Fastball","ball","R",98,2499
0.42,2.82,"Slider","foul","R",89.3,2686
-0.02,3.3,"Sinker","foul","R",95.1,2435
-0.19,2.16,"Sinker","foul","R",95.7,2449
0.1,2.5,"4-Seam Fastball","swinging_strike","L",97.7,2687
0.23,2.6,"4-Seam Fastball","swinging_strike","L",97.1,2590
-0.54,2.77,"Changeup","called_strike","L",88.7,1686
-0.8,3.51,"4-Seam Fastball","ball","L",95.1,2541
-0.3,3.37,"4-Seam Fastball","swinging_strike","R",98.5,2599
1.13,1.85,"Slider","ball","R",90.4,2686
0.83,2.16,"4-Seam Fastball","called_strike","R",97.4,2555
-0.23,1.26,"Slider","ball","R",89.7,2616
0.65,2.34,"Slider","called_strike","R",87.5,2748
-0.59,4.32,"4-Seam Fastball","ball","R",95.8,2541
-0.05,2.62,"Knuckle Curve","hit_into_play","L",80.9,2882
2.09,3.46,"4-Seam Fastball","hit_by_pitch","L",97.6,2479
0.27,2.94,"4-Seam Fastball","swinging_strike","L",97.1,2517
-0.33,3.29,"4-Seam Fastball","swinging_strike","L",96.8,2538
-0.41,1.91,"Knuckle Curve","called_strike","L",82.3,2938
-1.2,3.35,"4-Seam Fastball","ball","L",95.8,2396
-0.5,2.48,"4-Seam Fastball","swinging_strike","L",97.1,2452
-1.18,4.37,"4-Seam Fastball","ball","L",96,2539
0.04,1.77,"Slider","hit_into_play","R",88.7,2649
1.24,0.57,"Slider","blocked_ball","R",89.6,2708
1.16,1.3,"Slider","swinging_strike","R",87.3,2746
-0.38,3.35,"Knuckle Curve","called_strike","R",79.6,2754
0.75,2.85,"4-Seam Fastball","hit_into_play","L",98,2553
0.77,1.53,"Knuckle Curve","foul","L",83.1,2824
0.4,0.97,"Knuckle Curve","ball","L",82.5,2859
0.39,4.2,"4-Seam Fastball","foul","L",96.5,2533
-0.8,2.98,"4-Seam Fastball","foul","L",97.3,2499
-0.05,3.71,"4-Seam Fastball","swinging_strike","L",96.1,2438
-0.75,3.38,"Knuckle Curve","ball","L",79.9,2871
0.54,2.98,"4-Seam Fastball","foul","L",96,2567
-0.32,2.53,"Sinker","hit_into_play","R",96.3,2463
0.76,0.21,"Knuckle Curve","ball","R",81,2964
-0.09,3.39,"4-Seam Fastball","foul","R",97.7,2531
0.23,3.02,"4-Seam Fastball","foul","R",96.2,2414
0.45,3.06,"4-Seam Fastball","swinging_strike","R",95.9,2494
0.38,1.44,"Knuckle Curve","hit_into_play","R",82.5,3072
0.34,3.22,"4-Seam Fastball","foul","R",99.3,2779
0.42,2.25,"Slider","hit_into_play","R",88.9,NA
0.64,3.76,"Sinker","ball","R",98.4,2592
-0.39,3.69,"Sinker","foul","R",97.8,2615
-0.7,3,"4-Seam Fastball","swinging_strike","R",98.5,2690
0.67,2.47,"4-Seam Fastball","hit_into_play","L",98.9,2642
0.2,4.38,"Sinker","ball","L",99.4,2686
0.08,1.43,"Slider","foul","L",90.4,2650
0.92,0.87,"Slider","ball","L",89.5,2667
0.03,3.72,"4-Seam Fastball","foul","L",97.5,2626
0.26,2.07,"Knuckle Curve","hit_into_play","R",79.6,2904
1.08,1.33,"Slider","swinging_strike","R",90,2680
-0.9,3.32,"Knuckle Curve","ball","R",81.4,2962
1.75,1.42,"Slider","ball","R",89.1,2945
-0.06,1.67,"Knuckle Curve","foul","R",80.9,3070
0.93,1.56,"Slider","swinging_strike","R",88.6,2740
-1.13,1.61,"Knuckle Curve","ball","R",79.6,2909
-0.14,3.16,"Sinker","hit_into_play","R",98.1,2597
0.02,1.02,"Knuckle Curve","ball","R",81.2,3044
0.01,2.25,"4-Seam Fastball","foul","R",97.2,2535
0.74,2.09,"4-Seam Fastball","called_strike","R",96.1,2672
-0.74,2.18,"Sinker","hit_into_play","L",96.8,2407
0.74,1.08,"Changeup","ball","L",86.6,1614
-0.55,3.09,"4-Seam Fastball","foul","L",96,2597
-0.47,2.25,"Sinker","called_strike","L",96.1,2482
-0.56,3.56,"Knuckle Curve","ball","L",77.9,2818
-0.79,1.38,"Knuckle Curve","ball","L",79.8,2814
-0.7,1.93,"4-Seam Fastball","called_strike","L",97.4,2703
-0.4,3.3,"Knuckle Curve","hit_into_play","R",81.5,3062
1.78,3.21,"Sinker","ball","R",97.7,2613
0.33,2.56,"4-Seam Fastball","foul","R",97.8,2629
0.19,1.75,"Sinker","called_strike","R",97.7,2695
0.15,2.49,"Slider","foul","R",89.6,2867
1.02,1.24,"Slider","ball","R",88.6,2727
0.29,2.28,"4-Seam Fastball","hit_into_play","L",96.9,2561
0.34,2.49,"Sinker","hit_into_play","R",96.9,2568
0.14,1.49,"Knuckle Curve","foul","R",80.5,2876
0.75,0.42,"Knuckle Curve","ball","R",80.7,2873
-0.19,1.12,"Changeup","swinging_strike","R",86.1,1765
0.27,2.88,"4-Seam Fastball","hit_into_play","R",97.1,2643
1.38,0.58,"Knuckle Curve","ball","R",81.5,2909
-0.99,3.14,"Knuckle Curve","foul","R",80.1,3048
-0.07,3.11,"Slider","foul","R",88.1,2461
1.84,0.54,"Slider","ball","R",88.2,2704
-0.65,2.76,"Knuckle Curve","called_strike","L",82.2,2952
0.72,1.04,"Knuckle Curve","ball","L",83.2,3073
0.68,1.21,"Knuckle Curve","swinging_strike","L",80.8,2888
-0.15,2.06,"Sinker","foul_bunt","L",93.4,2503
-0.59,3.35,"Sinker","ball","L",96.3,2574
-1.79,4.5,"Knuckle Curve","ball","L",78.5,2849
0.39,3.55,"4-Seam Fastball","hit_into_play","R",97.1,2599
0.3,3.48,"4-Seam Fastball","foul","R",96.2,2618
-0.38,1.97,"Changeup","foul","R",85,1600
1.95,0.67,"Slider","ball","R",88,2565
-0.1,1.82,"Changeup","foul","R",86,1665
0.12,3.18,"4-Seam Fastball","foul_tip","R",98.1,2574
0.51,1.96,"4-Seam Fastball","foul","R",97.2,2548
1.39,1.31,"Slider","ball","R",89.3,2640
0.11,2.38,"Knuckle Curve","called_strike","R",80.7,2952
-0.62,1.39,"Changeup","ball","R",86.4,1773
0.33,2.47,"Slider","foul","R",89,2671
0.19,2.79,"Slider","hit_into_play","R",88.1,2645
0.53,2.87,"4-Seam Fastball","foul_tip","R",96.7,2662
0.27,3.39,"4-Seam Fastball","hit_into_play","L",98.3,2607
-0.42,1.82,"4-Seam Fastball","foul","L",98.6,2747
-0.31,3.22,"4-Seam Fastball","foul","L",97.3,2565
0.09,3.18,"4-Seam Fastball","foul","L",97.2,2662
-1.11,2.94,"4-Seam Fastball","ball","L",96.2,2635
0.13,1.99,"Changeup","called_strike","L",86.9,1638
-1.07,3.97,"4-Seam Fastball","ball","L",96.3,2534
-0.82,3.18,"4-Seam Fastball","called_strike","L",94.8,2428
-1.54,2.59,"4-Seam Fastball","ball","L",95.3,2534
0.78,1.48,"Slider","hit_into_play","R",88.4,2643
-0.7,3.6,"4-Seam Fastball","ball","R",95.8,2594
0.16,2.44,"Slider","hit_into_play","L",88.9,2698
-0.15,2.23,"4-Seam Fastball","called_strike","L",95.7,2564
-0.42,2.98,"4-Seam Fastball","foul","L",95.2,2685
1.66,0.85,"Slider","swinging_strike","R",89.3,2794
-0.22,2.54,"4-Seam Fastball","swinging_strike","R",96.8,2541
0.05,2.69,"4-Seam Fastball","foul","R",96.9,2544
-0.25,3.96,"Slider","ball","R",86.2,2650
0.92,1.29,"Slider","ball","R",87.9,2748
1.21,-0.05,"Slider","blocked_ball","R",88.3,2766
-0.01,1.86,"4-Seam Fastball","foul","R",96.7,2546
0.51,-0.24,"Knuckle Curve","blocked_ball","R",80.7,2974
-0.26,4.12,"4-Seam Fastball","ball","R",95.9,2561
-0.67,3.08,"4-Seam Fastball","swinging_strike","R",95,2555
0.03,2.6,"4-Seam Fastball","foul","R",95.2,2472
0.52,0.87,"Slider","ball","R",85.6,2735
0.84,2.63,"4-Seam Fastball","hit_into_play","L",94.8,2558
-0.67,2.6,"4-Seam Fastball","hit_into_play","R",96.2,2667
1.54,0.3,"Slider","blocked_ball","R",87,2771
0.49,1.91,"4-Seam Fastball","foul","R",95.9,2646
0.32,2.86,"4-Seam Fastball","foul","R",96.3,2607
0.37,1.43,"Slider","foul","R",87.2,2606
0.9,1.23,"Slider","ball","R",86.8,2685
0.65,3.33,"4-Seam Fastball","called_strike","R",93.7,2421
1.31,2.35,"4-Seam Fastball","ball","R",95.7,2532
-0.39,2.07,"4-Seam Fastball","foul","R",94,2567
-0.04,3.59,"4-Seam Fastball","ball","R",93.8,2527
0.14,1.45,"4-Seam Fastball","ball","R",93.2,2578
1.51,2.68,"4-Seam Fastball","ball","R",92.2,2507
0.23,2.22,"4-Seam Fastball","called_strike","R",92.6,2592
0.41,3.11,"4-Seam Fastball","swinging_strike","R",97.1,2549
0.73,2.42,"Slider","foul","R",88.5,2577
2.37,-0.46,"Slider","ball","R",88.9,2496
0.27,2.96,"4-Seam Fastball","called_strike","R",93.8,2384
-0.52,3.13,"Changeup","called_strike","R",86,1513
-0.8,4.12,"4-Seam Fastball","swinging_strike","L",96.5,2429
-1.26,5.01,"4-Seam Fastball","ball","L",95.7,2455
-0.89,2.84,"4-Seam Fastball","swinging_strike","L",94.1,2422
-0.76,1.49,"Changeup","called_strike","L",87.4,1708
-0.33,4.49,"4-Seam Fastball","swinging_strike","R",95.2,2452
1.03,1.81,"Knuckle Curve","ball","R",81,2965
1.17,1.65,"Slider","swinging_strike","R",87.9,2602
1.44,0.24,"Slider","ball","R",88.1,2605
-0.4,3.66,"4-Seam Fastball","swinging_strike","R",95.1,2600
0.45,1.71,"Slider","hit_into_play","L",90.1,2708
-0.37,4.05,"4-Seam Fastball","ball","L",97.5,2610
0.09,2.03,"Knuckle Curve","foul","L",80,2857
0.19,2.5,"4-Seam Fastball","swinging_strike","R",98,2533
-0.13,4.22,"4-Seam Fastball","ball","R",98.4,2541
-0.4,2.02,"Knuckle Curve","foul","R",81.9,2811
1.01,2.03,"Slider","foul","R",89.2,2573
0.02,2.8,"4-Seam Fastball","foul","R",98,2531
-0.01,2.27,"Knuckle Curve","called_strike","R",77.9,2809
0.51,1.48,"Knuckle Curve","called_strike","R",78.9,2846
-0.71,3.81,"Sinker","ball","R",96.2,2417
-0.81,2.82,"4-Seam Fastball","hit_into_play","R",97.9,2461
-0.61,4.37,"Knuckle Curve","ball","R",80.8,2840
0.32,2.39,"Slider","foul","R",91.9,2606
0.66,3.26,"Slider","ball","R",90.3,2602
-0.31,3.21,"4-Seam Fastball","swinging_strike","L",98.9,2740
0.21,3.08,"4-Seam Fastball","foul","L",97.1,2597
0.29,4.03,"4-Seam Fastball","ball","L",97.8,2541
0.08,3.55,"4-Seam Fastball","swinging_strike","L",96.7,2483
-0.37,3.17,"4-Seam Fastball","swinging_strike","L",96.2,2494
0.63,1.62,"4-Seam Fastball","ball","L",95.9,2548
-0.68,4.11,"Knuckle Curve","ball","L",79.4,2922
-0.82,2.6,"4-Seam Fastball","hit_into_play","R",96.7,2503
1.68,-1.53,"Slider","blocked_ball","R",89.1,2795
0.67,2.01,"Slider","called_strike","R",89.5,2617
0.42,2.6,"4-Seam Fastball","swinging_strike","L",99,2587
-0.49,3.98,"4-Seam Fastball","ball","L",98.3,2626
-0.76,3.04,"Knuckle Curve","called_strike","L",80.3,2932
-0.74,3.04,"4-Seam Fastball","swinging_strike","L",95.3,2500
0.24,2.61,"Knuckle Curve","hit_into_play","R",82.6,2887
0.97,1.9,"Slider","ball","R",89.9,2585
0.43,2.65,"Slider","foul","R",89,2686
0.17,3.01,"4-Seam Fastball","foul","R",96.5,2372
-0.27,3.47,"Sinker","swinging_strike","R",96.2,2414
-0.16,3.32,"Knuckle Curve","hit_into_play","L",82,2927
-3.15,5.37,"4-Seam Fastball","ball","L",97.6,2492
-0.45,2.68,"4-Seam Fastball","foul","L",98.1,2414
-1.54,2.49,"Changeup","ball","L",86.8,1785
-0.79,2.52,"4-Seam Fastball","called_strike","L",96.6,2598
-0.03,2.44,"4-Seam Fastball","foul_tip","R",97.9,2545
-0.96,2.6,"Sinker","swinging_strike","R",97.9,2432
-0.31,2.31,"Changeup","swinging_strike","R",87.8,1621
0.36,2.42,"4-Seam Fastball","called_strike","L",98.1,2610
0.1,1.92,"4-Seam Fastball","foul","L",98,2500
1,1.6,"Knuckle Curve","ball","L",82.8,2965
0.78,2.36,"4-Seam Fastball","called_strike","L",97.8,2497
-1.08,1.8,"Changeup","ball","L",88,1823
-0.52,2.86,"4-Seam Fastball","called_strike","L",97,2494
-0.14,2.35,"Knuckle Curve","called_strike","R",82,2936
-0.06,2.19,"4-Seam Fastball","swinging_strike","R",95.4,2456
0.62,2.3,"4-Seam Fastball","called_strike","R",96,2514
-0.37,2.82,"4-Seam Fastball","hit_into_play","R",96.7,2389
0.31,4.32,"4-Seam Fastball","ball","R",96.8,2496
-0.28,2.66,"4-Seam Fastball","swinging_strike","L",98.3,2588
0.22,1.75,"Changeup","called_strike","L",89,1606
-0.18,1.84,"4-Seam Fastball","foul","L",96,2562
-0.51,2.59,"4-Seam Fastball","hit_into_play","R",98.9,2619
0.31,3.24,"Slider","foul","R",89.8,2609
1.31,3.02,"4-Seam Fastball","ball","R",97.1,2514
-0.54,1.61,"Sinker","called_strike","R",96.1,2388
-0.98,4.01,"4-Seam Fastball","ball","R",96.4,2536
0.53,2.81,"4-Seam Fastball","foul","R",95.9,2643
-0.51,3.09,"4-Seam Fastball","swinging_strike","L",97.7,2536
-0.31,4.12,"4-Seam Fastball","swinging_strike","L",96.8,2517
-0.86,3.59,"Knuckle Curve","ball","L",81.3,2887
0.08,4.37,"4-Seam Fastball","ball","L",96,2461
-0.43,3.75,"4-Seam Fastball","swinging_strike","L",95,2484
-0.3,2.7,"Knuckle Curve","hit_into_play","R",82.5,2951
-0.71,3.2,"4-Seam Fastball","swinging_strike","R",97,2483
0.43,2.79,"4-Seam Fastball","called_strike","R",96.1,2541
-0.11,2.55,"Slider","hit_into_play","L",89.9,2641
0.75,1.14,"Slider","ball","L",90.3,2630
-0.84,3.13,"4-Seam Fastball","foul","L",98.5,2533
0.03,3.28,"4-Seam Fastball","swinging_strike","L",96.8,2474
0.03,1.92,"Knuckle Curve","called_strike","L",82.2,2811
-1.42,4.04,"4-Seam Fastball","ball","L",97.5,2571
-0.53,3.31,"4-Seam Fastball","swinging_strike","R",98.3,2498
-1.77,3.81,"Sinker","swinging_strike","R",96.4,2400
0.28,3.07,"Sinker","called_strike","R",96.8,2475
-0.5,3.94,"4-Seam Fastball","ball","L",98.2,2496
-0.02,2.85,"4-Seam Fastball","foul","L",97.3,2480
1.09,0.84,"Knuckle Curve","ball","L",83,3001
-0.12,3.65,"4-Seam Fastball","ball","L",96.2,2523
1.02,2.09,"4-Seam Fastball","ball","L",96.5,2586
-0.67,3.57,"4-Seam Fastball","swinging_strike","L",95.9,2585
0.49,2,"Changeup","hit_into_play","R",86.9,1558
-0.25,3.1,"4-Seam Fastball","foul","R",98.8,2573
1.7,0.13,"Slider","blocked_ball","R",88.7,2630
1.32,2.42,"4-Seam Fastball","ball","R",98.3,2632
0.58,3.74,"4-Seam Fastball","foul","R",97.1,2562
0.35,2.32,"Knuckle Curve","foul","R",80.8,2879
0.75,0.26,"Knuckle Curve","swinging_strike_blocked","R",81.8,2781
0.29,1.63,"Slider","called_strike","R",84.9,2539
-0.2,2.61,"4-Seam Fastball","hit_into_play","R",97.2,2540
-0.3,2.57,"4-Seam Fastball","foul","R",96.9,2459
0.54,3.06,"4-Seam Fastball","called_strike","R",95.8,2554
-0.91,2.8,"Knuckle Curve","ball","R",79.9,2832
-0.7,3.7,"4-Seam Fastball","ball","R",95.4,2404
1.2,3.23,"4-Seam Fastball","ball","R",95.7,2501
-0.08,2.3,"Slider","hit_into_play","L",88.5,2537
-1.07,1.79,"4-Seam Fastball","called_strike","L",94.3,2483
-0.34,1.14,"Knuckle Curve","swinging_strike","L",80.2,2838
-1.32,3.33,"4-Seam Fastball","ball","L",95.4,2481
0.45,3.64,"4-Seam Fastball","ball","L",93.8,2394
0.01,2.29,"Slider","hit_into_play","L",87.3,2619
0.03,1.66,"4-Seam Fastball","hit_into_play","L",94.2,2467
0.44,2.38,"Slider","called_strike","L",87.4,2635
-0.53,2.59,"4-Seam Fastball","swinging_strike","L",95.1,2318
0.37,1.7,"Knuckle Curve","foul","L",80.9,2903
0.75,4.24,"4-Seam Fastball","ball","L",94.4,2468
0.2,2.35,"4-Seam Fastball","called_strike","L",92.1,2400
0.88,2.01,"4-Seam Fastball","hit_into_play","R",92.9,2377
0.22,1.95,"Knuckle Curve","foul","R",79.1,2863
1.19,1.78,"4-Seam Fastball","ball","R",92.6,2381
-0.11,0.89,"Knuckle Curve","swinging_strike","R",81.4,2790
0.67,1.97,"4-Seam Fastball","called_strike","R",95.3,2419
0.93,0.84,"4-Seam Fastball","ball","R",94.4,2426
0.13,2.12,"Knuckle Curve","swinging_strike","R",79.8,2844
1.1,2.14,"4-Seam Fastball","ball","R",93.7,2367
1.37,3.66,"4-Seam Fastball","ball","L",97.1,2549
-0.29,2.25,"4-Seam Fastball","foul","L",96.9,2587
-0.02,2.36,"4-Seam Fastball","foul","L",94.5,2429
-0.55,1.44,"Changeup","ball","L",87.5,1473
0.66,3.62,"4-Seam Fastball","ball","L",94.4,2504
0.61,4.38,"4-Seam Fastball","ball","L",93.8,2495
0.32,2.58,"4-Seam Fastball","called_strike","R",95.5,2546
0.44,2.22,"4-Seam Fastball","called_strike","R",95.3,2483
-0.45,3.72,"Knuckle Curve","ball","R",79.1,2925
0.96,2.13,"Slider","foul","R",88.2,2578
0.46,2.45,"Slider","hit_into_play","R",86.8,2656
-0.42,1.89,"4-Seam Fastball","foul","R",94.6,2453
0.25,0.89,"Slider","swinging_strike","R",86.8,2583
1.09,1.79,"Slider","ball","R",86.5,2613
-0.27,3.47,"4-Seam Fastball","swinging_strike","L",93.6,2475
1.15,1.25,"Slider","swinging_strike","L",88.1,2627
0.59,2.6,"4-Seam Fastball","called_strike","L",92.7,2561
-0.5,3.16,"Slider","called_strike","L",88,2571
1.48,0.16,"Slider","ball","L",90,2668
0.76,3.01,"4-Seam Fastball","ball","L",95.8,2556
-0.61,3.11,"4-Seam Fastball","foul","L",93.1,2419
0.25,3.58,"4-Seam Fastball","ball","L",93.8,2439
0.01,2.1,"Slider","foul","L",86.4,2661
-0.66,2.19,"Knuckle Curve","hit_into_play","L",80,2766
-0.08,2.81,"4-Seam Fastball","foul","L",96.2,2467
-0.39,3.18,"4-Seam Fastball","swinging_strike","L",94.7,2463
-0.8,3.86,"4-Seam Fastball","ball","L",94.1,2438
0.15,2.24,"4-Seam Fastball","foul","L",94.3,2530
0.46,1.34,"Knuckle Curve","ball","L",79.2,2797
-0.1,3.4,"4-Seam Fastball","swinging_strike","L",96.6,2483
0.36,2.91,"Knuckle Curve","foul","L",80.7,2848
1.7,2.59,"4-Seam Fastball","ball","L",93.1,2450
0.53,2.54,"4-Seam Fastball","foul","L",93.3,2502
-0.5,2.5,"4-Seam Fastball","hit_into_play","R",94.6,2402
-0.04,1.78,"4-Seam Fastball","called_strike","R",93.8,2389
0.02,2.32,"Slider","hit_into_play","R",86.1,2581
1.16,0.55,"Slider","ball","R",86.6,2649
1.35,1.83,"4-Seam Fastball","ball","R",93.4,2433
0.62,2.44,"Changeup","called_strike","R",90.6,2383
0.01,2.21,"Knuckle Curve","swinging_strike","R",77.7,2778
-0.54,2.5,"Knuckle Curve","hit_into_play","L",79.6,2784
-0.9,2.44,"4-Seam Fastball","foul","L",92.8,2413
0.89,1.94,"Slider","hit_into_play","R",87.3,2570
1.29,2.91,"Slider","foul","R",86,2624
0.71,2.95,"4-Seam Fastball","called_strike","R",93.3,2537
1.29,0.7,"Knuckle Curve","swinging_strike_blocked","R",81.7,2920
0.43,2.58,"4-Seam Fastball","foul","R",97.1,2612
0.66,2.74,"4-Seam Fastball","foul","R",96.4,2490
0.54,3.8,"4-Seam Fastball","foul_tip","R",93.8,2459
1.09,3.33,"4-Seam Fastball","ball","R",95.2,2495
0.07,2.05,"4-Seam Fastball","foul","R",93,2488
0.2,2.99,"Knuckle Curve","hit_into_play","L",79.9,2786
-0.69,3.34,"Slider","ball","L",86.5,2572
0.24,1.38,"4-Seam Fastball","hit_into_play","L",95.9,2532
1.09,3.3,"Slider","ball","L",88.7,2621
-0.41,3.64,"4-Seam Fastball","ball","L",93.9,2455
-1.29,3.76,"4-Seam Fastball","ball","L",92,2371
0.17,1.6,"4-Seam Fastball","foul","L",93.6,2495
-0.19,2.76,"4-Seam Fastball","swinging_strike","L",98.4,2549
-0.21,3.69,"Knuckle Curve","ball","L",86,3053
0.96,2.34,"4-Seam Fastball","swinging_strike","L",98.9,2550
0.35,2.98,"Sinker","foul","L",99.7,2687
0.76,0.94,"Slider","swinging_strike","R",90.4,2697
-0.1,2.8,"Slider","foul","R",90.5,2684
1.44,2.15,"4-Seam Fastball","ball","R",97.4,2486
-0.55,3.98,"Knuckle Curve","ball","R",81.5,3163
1.01,3.98,"4-Seam Fastball","ball","R",98.2,2586
0.17,2.52,"4-Seam Fastball","foul","R",98.1,2601
0.34,1.25,"Slider","swinging_strike","R",89.5,2710
0.17,3.14,"Slider","hit_into_play","R",90.2,2619
0.38,0.11,"Slider","blocked_ball","R",91,2732
0.2,2.47,"4-Seam Fastball","foul","R",99.5,2631
1.44,2.84,"4-Seam Fastball","ball","R",99,2691
0.78,2.44,"4-Seam Fastball","foul","R",100.3,2783
0.41,2.44,"4-Seam Fastball","called_strike","R",97.6,2600
0.49,3.71,"4-Seam Fastball","ball","R",96.8,2548
0.15,2.51,"Slider","called_strike","R",90.4,2642
-0.34,1.93,"Knuckle Curve","hit_into_play","L",82.7,3019
0.56,1.37,"Knuckle Curve","swinging_strike","R",83.2,3140
-0.47,2.52,"4-Seam Fastball","foul","R",97.2,2600
0.98,2.6,"4-Seam Fastball","foul","R",96.1,2542
1.03,1.29,"Slider","ball","R",89.6,2755
0.96,2.45,"Slider","hit_into_play","R",90.7,2756
1.72,-0.02,"Slider","blocked_ball","R",91.2,2818
1.36,0.72,"Slider","swinging_strike","R",89.2,2877
0.66,2.85,"4-Seam Fastball","called_strike","R",98.6,2582
0.54,3.63,"4-Seam Fastball","swinging_strike","R",99.1,2672
0.28,3.13,"4-Seam Fastball","foul","R",98.5,2616
0.32,2.71,"4-Seam Fastball","foul_tip","R",97.9,2705
0.32,2.19,"4-Seam Fastball","foul_tip","R",98.6,2664
-0.83,3.17,"4-Seam Fastball","swinging_strike","L",98.7,2657
0.15,2.53,"4-Seam Fastball","foul","L",98.8,2648
-1.22,4.83,"Knuckle Curve","ball","L",82.8,3129
1.69,-0.16,"Slider","blocked_ball","L",91.1,2774
