pitch_name
Curveball
Split-Finger
Slider
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Cutter
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
Curveball
Split-Finger
Curveball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
Split-Finger
Split-Finger
Curveball
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Cutter
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Curveball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
Curveball
Split-Finger
Curveball
4-Seam Fastball
Cutter
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Cutter
Cutter
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Curveball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Cutter
Curveball
Curveball
4-Seam Fastball
4-Seam Fastball
Cutter
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Curveball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Slider
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Slider
Split-Finger
Cutter
Split-Finger
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Slider
4-Seam Fastball
Split-Finger
Curveball
Cutter
Split-Finger
4-Seam Fastball
Curveball
Cutter
Split-Finger
Slider
Split-Finger
Cutter
Slider
Split-Finger
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
Curveball
Cutter
Split-Finger
4-Seam Fastball
Curveball
Curveball
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
Curveball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Cutter
Cutter
4-Seam Fastball
Cutter
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Curveball
Cutter
Split-Finger
Cutter
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
Slider
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
Slider
Split-Finger
Split-Finger
Slider
Curveball
Slider
Curveball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
Slider
Split-Finger
Curveball
Slider
4-Seam Fastball
Cutter
4-Seam Fastball
Curveball
Cutter
Split-Finger
Curveball
Split-Finger
Slider
Split-Finger
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
Curveball
Cutter
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Slider
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Slider
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Curveball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Slider
Slider
Slider
4-Seam Fastball
4-Seam Fastball
Slider
Cutter
Slider
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Curveball
4-Seam Fastball
Cutter
Split-Finger
Slider
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Slider
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Cutter
Cutter
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Slider
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Slider
Slider
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
Slider
Curveball
Slider
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Cutter
Curveball
Cutter
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
Cutter
Split-Finger
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
Curveball
4-Seam Fastball
Cutter
Curveball
Split-Finger
Cutter
Curveball
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
Cutter
Cutter
Split-Finger
Curveball
Curveball
Curveball
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Slider
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Slider
4-Seam Fastball
Split-Finger
Split-Finger
Slider
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Curveball
Cutter
Split-Finger
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Slider
Cutter
4-Seam Fastball
Slider
Cutter
Curveball
Cutter
Slider
4-Seam Fastball
Split-Finger
Slider
Curveball
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
Cutter
4-Seam Fastball
Cutter
Curveball
Curveball
Slider
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Slider
Curveball
Slider
Cutter
Split-Finger
4-Seam Fastball
Slider
Split-Finger
4-Seam Fastball
Curveball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Slider
4-Seam Fastball
Split-Finger
Curveball
Curveball
4-Seam Fastball
Split-Finger
Slider
Cutter
Cutter
Curveball
4-Seam Fastball
Cutter
Cutter
4-Seam Fastball
Curveball
4-Seam Fastball
Cutter
Split-Finger
Slider
Split-Finger
4-Seam Fastball
Slider
Split-Finger
4-Seam Fastball
Curveball
Curveball
Curveball
Curveball
4-Seam Fastball
4-Seam Fastball
Slider
Cutter
Cutter
Split-Finger
Cutter
Curveball
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Cutter
Curveball
Slider
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Slider
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Slider
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Cutter
Curveball
Slider
Split-Finger
Curveball
Slider
Cutter
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
Curveball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Cutter
Split-Finger
Split-Finger
Curveball
Split-Finger
Curveball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
Cutter
Curveball
Cutter
Split-Finger
Cutter
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
Curveball
Cutter
Cutter
Slider
4-Seam Fastball
Split-Finger
Curveball
Slider
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Curveball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Slider
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Curveball
Cutter
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
Slider
Slider
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Split-Finger
Curveball
Cutter
Curveball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
Curveball
Split-Finger
Split-Finger
Cutter
Curveball
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Slider
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Slider
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Curveball
Split-Finger
Cutter
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Cutter
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Cutter
Cutter
Split-Finger
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Cutter
Split-Finger
Curveball
Slider
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Curveball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Split-Finger
Curveball
Cutter
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Slider
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
Curveball
4-Seam Fastball
Curveball
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Curveball
Cutter
Split-Finger
4-Seam Fastball
Curveball
Split-Finger
Cutter
Cutter
Split-Finger
Cutter
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Cutter
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Split-Finger
Curveball
Cutter
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Curveball
Cutter
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Curveball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Cutter
Split-Finger
Curveball
Cutter
Split-Finger
Split-Finger
Cutter
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Curveball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
Curveball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Cutter
Curveball
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
Cutter
Curveball
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
Curveball
Cutter
Split-Finger
Slider
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
Cutter
Cutter
4-Seam Fastball
Curveball
Split-Finger
Cutter
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Split-Finger
Cutter
Cutter
4-Seam Fastball
Cutter
4-Seam Fastball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
Slider
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
Cutter
Split-Finger
Curveball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
4-Seam Fastball
Curveball
Cutter
Split-Finger
Cutter
Cutter
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
Split-Finger
Cutter
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
Cutter
Cutter
4-Seam Fastball
Cutter
Split-Finger
Split-Finger
Cutter
Split-Finger
Curveball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Curveball
Cutter
4-Seam Fastball
Split-Finger
Cutter
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Cutter
Split-Finger
Curveball
Split-Finger
Curveball
4-Seam Fastball
Split-Finger
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
4-Seam Fastball
Curveball
Split-Finger
Split-Finger
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Split-Finger
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Cutter
Cutter
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
Cutter
Slider
4-Seam Fastball
Slider
Curveball
Split-Finger
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
Curveball
Curveball
4-Seam Fastball
Cutter
Split-Finger
4-Seam Fastball
Split-Finger
4-Seam Fastball
Cutter
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
4-Seam Fastball
Curveball
4-Seam Fastball
Split-Finger
Split-Finger
4-Seam Fastball
4-Seam Fastball
Split-Finger
4-Seam Fastball
Split-Finger
Split-Finger
Cutter
Curveball
4-Seam Fastball
Cutter
